"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","574501","17/10/2023 - 17:55","ALTO PETROPÓLIS","TENENTE ARY TARRAGÔ","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.03947048251371","-51.13571405410767","VISTORIA",""
"PORTO ALEGRE","574506","17/10/2023 - 18:15","PEDRA REDONDA","CORONEL MARCOS","SALVAMENTO/BUSCA/RESGATE","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.12842568154333","-51.24066454688838","COLISÃO/CHOQUE",""
"PORTO ALEGRE","574506","17/10/2023 - 18:15","PEDRA REDONDA","CORONEL MARCOS","SALVAMENTO/BUSCA/RESGATE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.12874118054298","-51.24034702777863","DESENCARCERAMENTO",""
"PORTO ALEGRE","574512","17/10/2023 - 18:37","RESTINGA","ESTRADA DO BARRO VERMELHO","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.1630216","-51.1439052","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574513","17/10/2023 - 18:38","RESTINGA","ESTRADA DO BARRO VERMELHO","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.16269782267268","-51.13803148269653","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574526","17/10/2023 - 19:24","PROTÁSIO ALVES","SATURNINO JOSÉ GERALDO","SALVAMENTO/BUSCA/RESGATE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.03583890693356","-51.10889196395874","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","574537","17/10/2023 - 20:08","NONOAI","DOUTOR NEY CABRAL","AÇÕES PREVENTIVAS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.086209323944427","-51.2141042309709","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574538","17/10/2023 - 20:11","TERESÓPOLIS","AV TERESOPOLIS","AÇÕES PREVENTIVAS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.082672299558816","-51.2136698858121","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574544","17/10/2023 - 20:21","BOM FIM","OSVALDO ARANHA","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.0323372361639","-51.21763944625855","CONTAINER",""
"PORTO ALEGRE","574560","17/10/2023 - 20:54","RUBEM BERTA","DEZENOVE DE FEVEREIRO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.013375444770638","-51.09516173601151","EXTERMÍNIO",""
"PORTO ALEGRE","574565","17/10/2023 - 21:04","CRISTAL","JOÃO DE ARAÚJO","SALVAMENTO/BUSCA/RESGATE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.093832991566902","-51.23990178108216","REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","574575","17/10/2023 - 22:09","MENINO DEUS","GONÇALVES DIAS","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.05707848556172","-51.21939947603695","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","574580","17/10/2023 - 22:29","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.150304075011807","-51.201610565185554","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574581","17/10/2023 - 22:31","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.147780606215996","-51.20399236679077","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574583","17/10/2023 - 22:49","BOA VISTA","ANTÔNIO CARLOS BERTA","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.025463570385476","-51.16127014160156","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574584","17/10/2023 - 22:50","PROTÁSIO ALVES","PROTÁSIO ALVES","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.04156949107507","-51.15225791931153","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574595","18/10/2023 - 01:03","LAMI","EXTREMA","SALVAMENTO/BUSCA/RESGATE","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.209234617554845","-51.082969903011325","DE ANIMAL",""
"PORTO ALEGRE","574636","18/10/2023 - 09:01","ILHA DA PINTADA","AV PRESIDENTE VARGAS","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.024770615684126","-51.25447127188083","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","574637","18/10/2023 - 09:07","ABERTA DOS MORROS","ESTRADA JORGE PEREIRA NUNES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.13169197531329","-51.190881729125984","VISTORIA",""
"PORTO ALEGRE","574640","18/10/2023 - 09:22","CASCATA","PADRE TESCHAUER","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.07954828700265","-51.19564738093484","VISTORIA",""
"PORTO ALEGRE","574645","18/10/2023 - 09:49","RIO BRANCO","DOMINGOS JOSÉ DE ALMEIDA","SALVAMENTO/BUSCA/RESGATE","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.03925686410513","-51.19947552680969","DE ANIMAL",""
"PORTO ALEGRE","574647","18/10/2023 - 09:58","ABERTA DOS MORROS","ESTRADA JORGE PEREIRA NUNES","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.128871091602733","-51.19688987731934","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574648","18/10/2023 - 10:02","ABERTA DOS MORROS","ESTRADA JORGE PEREIRA NUNES","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.127757562686426","-51.19929313659668","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574663","18/10/2023 - 10:49","PARTENON","SARGENTOEXPEDICIONÁRIO GERALDO SANTANA","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06940965287395","-51.15560531616212","DE ANIMAL",""
"PORTO ALEGRE","574691","18/10/2023 - 12:01","CRISTAL","CORONEL MASSOT","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.098578630859457","-51.23787311226031","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574694","18/10/2023 - 12:08","CRISTAL","CORONEL MASSOT","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.09980387382864","-51.24272331523437","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574699","18/10/2023 - 12:35","FARROUPILHA","JOÃO PESSOA","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.04325052338465","-51.21476411819459","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574700","18/10/2023 - 12:36","FARROUPILHA","JOÃO PESSOA","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.041578778624768","-51.21594965457917","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574706","18/10/2023 - 13:05","ABERTA DOS MORROS","ESTRADA JORGE PEREIRA NUNES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.134327201741776","-51.188092231750495","CORTE TOTAL",""
"PORTO ALEGRE","574706","18/10/2023 - 13:05","ABERTA DOS MORROS","ESTRADA JORGE PEREIRA NUNES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.16008190682584","-51.198348999023445","CORTE TOTAL",""
"PORTO ALEGRE","574708","18/10/2023 - 13:33","JARDIM FLORESTA","AVENIDA SERTORIO","SALVAMENTO/BUSCA/RESGATE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.002163872003653","-51.16393089294434","DESENCARCERAMENTO",""
"PORTO ALEGRE","574708","18/10/2023 - 13:33","JARDIM FLORESTA","AVENIDA SERTORIO","OCORRÊNCIA NÃO ATENDIDA","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-29.998410139250296","-51.15734339188294","",""
"PORTO ALEGRE","574729","18/10/2023 - 14:32","SANTA TEREZA","SANTA CRUZ","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.066215582259012","-51.222360061170676","CORTE TOTAL",""
"PORTO ALEGRE","574738","18/10/2023 - 14:57","LAGEADO","RUA 1, 185","INCÊNDIO","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.188408024020585","-51.13404035568237","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","574746","18/10/2023 - 15:17","LAGEADO","JAQUES DA ROSA","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.18889025806594","-51.133933067321784","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574751","18/10/2023 - 15:25","LAGEADO","ALAMEDA DO JESUÍNO","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.206119301850542","-51.14406108856202","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574754","18/10/2023 - 15:31","RUBEM BERTA","NOSSA SENHORA DE FÁTIMA","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.013870146262427","-51.096940040588386","VISTORIA",""
"PORTO ALEGRE","574766","18/10/2023 - 16:06","GUARUJÁ","PONCIANO PACHECO DA SILVEIRA","OCORRÊNCIA NÃO ATENDIDA","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.1565568040706","-51.22293949127198","",""
"PORTO ALEGRE","574812","18/10/2023 - 17:43","CASCATA","CAPISTRANO DE ABREU","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.079260482962813","-51.19416475296021","VISTORIA",""
"PORTO ALEGRE","574814","18/10/2023 - 17:45","MENINO DEUS","GONÇALVES DIAS","AÇÕES PREVENTIVAS","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.059845703467563","-51.22072958639887","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","574816","18/10/2023 - 17:58","JARDIM FLORESTA","MONTE FLOR","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.00173879677273","-51.156777441501625","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574817","18/10/2023 - 18:00","JARDIM FLORESTA","OURO PRETO","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.000145329154147","-51.15516006946564","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574820","18/10/2023 - 18:04","LOMBA DO PINHEIRO","JOÃO DE OLIVEIRA REMIÃO","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.111739915809693","-51.10987901687623","COLISÃO/CHOQUE",""
"PORTO ALEGRE","574820","18/10/2023 - 18:04","LOMBA DO PINHEIRO","JOÃO DE OLIVEIRA REMIÃO","OCORRÊNCIA NÃO ATENDIDA","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.09980387382864","-51.12584352493286","",""
"PORTO ALEGRE","574828","18/10/2023 - 18:35","HUMAITÁ","PADRE LEOPOLDO BRENTANO","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.973696070657525","-51.195248262125226","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","574852","18/10/2023 - 19:29","BOM FIM","RUA SANTO ANTÔNIO","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.030795347202265","-51.21414170790096","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","574862","18/10/2023 - 20:00","RIO BRANCO","SÃO MANOEL","SALVAMENTO/BUSCA/RESGATE","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.045544482778727","-51.20433568954468","DE ANIMAL",""
"PORTO ALEGRE","574895","19/10/2023 - 00:12","CHÁCARA DAS PEDRAS","DOUTOR RODRIGUES ALVES","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.03891321613363","-51.161870956420906","",""
"PORTO ALEGRE","574914","19/10/2023 - 05:16","APARÍCIO BORGES","R. TANCREDO NEVES","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.076447386484766","-51.17924630641937","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","574915","19/10/2023 - 05:29","PONTA GROSSA","ESTRADA RETIRO DA PONTA GROSSA","SALVAMENTO/BUSCA/RESGATE","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.185236345991385","-51.19766243944005","DE ANIMAL",""
"PORTO ALEGRE","574924","19/10/2023 - 07:04","VILA NOVA","BECO DO IMPERIO","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.11994394824654","-51.200065612792976","DE ANIMAL",""
"PORTO ALEGRE","574949","19/10/2023 - 08:51","MENINO DEUS","BOTAFOGO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.054571207924663","-51.220815173173804","",""
"PORTO ALEGRE","574969","19/10/2023 - 10:18","PONTA GROSSA","ESTRADA RETIRO DA PONTA GROSSA","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.184999822376053","-51.20935184919843","PROGRAMA BOMBEIRO NA ESCOLA",""
"PORTO ALEGRE","574975","19/10/2023 - 10:35","RESTINGA","JOÃO ANTONIO DA SILVEIRA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.152159525589212","-51.135352410707604","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574976","19/10/2023 - 10:38","RESTINGA","CLARA NUNES","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.157020640580143","-51.14706384137903","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574988","19/10/2023 - 11:07","CRISTAL","ESTEVÃO CRUZ","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.079956781621533","-51.244826316833496","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","574992","19/10/2023 - 11:09","PRAIA DE BELAS","PRAIA DE BELAS","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.052509620973378","-51.22843265533447","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575007","19/10/2023 - 12:14","RUBEM BERTA","TEREZINHA TURCATO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.013498539738634","-51.09638214111329","",""
"PORTO ALEGRE","575007","19/10/2023 - 12:14","RUBEM BERTA","TEREZINHA TURCATO","ATENDIMENTO PRÉ-HOSPITALAR","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.008741853272962","-51.11608028411865","DESENCARCERAMENTO",""
"PORTO ALEGRE","575019","19/10/2023 - 13:19","CAVALHADA","EDUARDO PRADO","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.119591300234802","-51.22409820556641","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","575053","19/10/2023 - 14:58","SÃO JOÃO","DOM PEDRO II","TROTE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.00954084389149","-51.18927236474796","",""
"PORTO ALEGRE","575054","19/10/2023 - 14:59","CIDADE BAIXA","LUIZ AFONSO","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.040115978819415","-51.22287511825562","ELEVADORES",""
"PORTO ALEGRE","575073","19/10/2023 - 16:37","SÃO SEBASTIÃO","JOAQUIM SILVEIRA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.003306688186015","-51.14269852638245","CORTE PARCIAL",""
"PORTO ALEGRE","575074","19/10/2023 - 16:40","BOM JESUS","JOAQUIM PORTO VILA NOVA","OCORRÊNCIA NÃO ATENDIDA","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.052008147387504","-51.15946769714356","",""
"PORTO ALEGRE","575077","19/10/2023 - 17:05","CENTRO","URUGUAI","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.026712941027842","-51.229521632194526","CONTAINER",""
"PORTO ALEGRE","575089","19/10/2023 - 17:52","MENINO DEUS","GONÇALVES DIAS","AÇÕES PREVENTIVAS","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.060588567588745","-51.221973883189065","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","575096","19/10/2023 - 18:12","SÃO SEBASTIÃO","BEBERIBE","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.999357877254962","-51.14283800125123","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575097","19/10/2023 - 18:14","SÃO SEBASTIÃO","ASSIS CHATEAUBRIAND","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.998391556061698","-51.146142482757575","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575108","19/10/2023 - 19:03","AUXILIADORA","24 DE OUTUBRO","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.021933664901166","-51.193563938140876","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","575125","19/10/2023 - 19:51","CENTRO HISTÓRICO","RUA GARIBALDI","OCORRÊNCIA NÃO ATENDIDA","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.02403304488757","-51.218798160552986","",""
"PORTO ALEGRE","575130","19/10/2023 - 20:16","CRISTAL","CHUÍ","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.086232532348124","-51.24070644378663","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575131","19/10/2023 - 20:18","IPANEMA","ENGENHEIRO COELHO PARREIRA","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.139653113598904","-51.2213945388794","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575163","20/10/2023 - 04:01","TERESÓPOLIS","ARNALDO BOHRER","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.083001870167035","-51.20126724243165","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","575165","20/10/2023 - 04:17","SARANDI","DONA ALZIRA","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.995083693058476","-51.13957643508912","LIXO",""
"PORTO ALEGRE","575169","20/10/2023 - 05:47","CAMAQUÃ","ORESTES PIANTA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.109215461058103","-51.2382173538208","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","575169","20/10/2023 - 05:47","CAMAQUÃ","ORESTES PIANTA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.098355857778774","-51.240110993385315","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","575194","20/10/2023 - 09:11","JARDIM CARVALHO","FLAMINGO","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.056187016342363","-51.15099190871703","DE ANIMAL",""
"PORTO ALEGRE","575198","20/10/2023 - 09:29","MENINO DEUS","VISCONDE DO HERVAL","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.053103956749798","-51.22472047805787","PROGRAMA BOMBEIRO NA ESCOLA",""
"PORTO ALEGRE","575202","20/10/2023 - 09:47","PASSO DAREIA","ASSIS BRASIL","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.98382037718425","-51.117746811159826","PROGRAMA BOMBEIRO NA ESCOLA",""
"PORTO ALEGRE","575203","20/10/2023 - 09:51","RESTINGA","ESTRADA COSTA GAMA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.150879268423633","-51.16133451461793","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575208","20/10/2023 - 10:11","CAMPO NOVO","VEREADOR ROBERTO LANDEL DE MOURA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.143911780552827","-51.206561923027046","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","575212","20/10/2023 - 10:24","PARTENON","SARGENTOEXPEDICIONÁRIO GERALDO SANTANA","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.069316803438767","-51.15557713773349","DE ANIMAL",""
"PORTO ALEGRE","575216","20/10/2023 - 10:31","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.143510508775947","-51.21582378327321","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575250","20/10/2023 - 11:58","CRISTAL","ESTEVÃO CRUZ","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.07992892976928","-51.24468684196473","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575253","20/10/2023 - 12:09","VILA CONCEIÇÃO","GUAÍBA","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.095654694226365","-51.251011490821845","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575268","20/10/2023 - 13:08","APARÍCIO BORGES","CORONEL APARICIO BORGES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.070663111722695","-51.189262336721505","CORTE PARCIAL | VISTORIA",""
"PORTO ALEGRE","575297","20/10/2023 - 14:42","BOM JESUS","RUA T","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.04885066277837","-51.156419552510606","VISTORIA",""
"PORTO ALEGRE","575328","20/10/2023 - 16:05","HÍPICA","GUATAMBU","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.1663061884287","-51.19199752807618","ACIDENTES DOMÉSTICOS",""
"PORTO ALEGRE","575340","20/10/2023 - 16:48","SÃO JOÃO","BENJAMIN CONSTANT","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.00726463274063","-51.1877703666687","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","575346","20/10/2023 - 17:07","MONT SERRAT","ANITA GARIBALDI","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.02451143720518","-51.18026554584503","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575350","20/10/2023 - 17:37","MENINO DEUS","GONÇALVES DIAS","AÇÕES PREVENTIVAS","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.057152774301034","-51.21924930228639","FESTAS E EVENTOS",""
"PORTO ALEGRE","575351","20/10/2023 - 17:43","LAMI","ESTRADA DO VAREJÃO","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.228928276170425","-51.056172942939845","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575359","20/10/2023 - 18:15","LAMI","ESTRADA  EXTREMA","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.210847947454397","-51.06255411606029","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575373","20/10/2023 - 19:00","CENTRO","RUI BARBOSA","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.02615095841215","-51.22463464736939","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","575387","20/10/2023 - 19:37","NONOAI","DOUTOR NEY CABRAL","AÇÕES PREVENTIVAS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.08584263044322","-51.21433493299435","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575388","20/10/2023 - 19:38","JARDIM CARVALHO","RUA UIRAPURU","AÇÕES PREVENTIVAS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.055444119195002","-51.14994045499508","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","575397","20/10/2023 - 20:06","VILA JARDIM","DOUTOR VEIGA CABRAL","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.031817083532637","-51.149232387542725","VISTORIA",""
"PORTO ALEGRE","575414","20/10/2023 - 21:06","RESTINGA","COLISEU","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.161195070988402","-51.14200651645661","REMOÇÃO DE FONTE DE PERIGO",""
