"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","684488","14/09/2024 - 04:26","RIO BRANCO","MIGUEL TOSTES","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.033627830526964","-51.20565646117175","CONTAINER",""
"PORTO ALEGRE","684529","14/09/2024 - 06:03","MEDIANEIRA","SEPÉ TIARAJU","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.068889694914834","-51.21450662612916","LIXO",""
"PORTO ALEGRE","684535","14/09/2024 - 07:09","RESTINGA","SABINO PEREIRA NUNES","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.1625262132993","-51.151480078697205","DE ANIMAL",""
"PORTO ALEGRE","684565","14/09/2024 - 10:25","JARDIM CARVALHO","ANTÔNIO CARVALHO","OCORRÊNCIA NÃO ATENDIDA","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.033154613354736","-51.22929096221924","",""
"PORTO ALEGRE","684586","14/09/2024 - 11:32","SÃO JOSÉ","MARTINS DE LIMA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06534276596084","-51.16918802261353","VISTORIA",""
"PORTO ALEGRE","684605","14/09/2024 - 12:38","PRAIA DE BELAS","CELESTE GOBBATO","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.044820080287852","-51.22819662094117","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","684607","14/09/2024 - 12:59","BOM JESUS","RUA L","AVERIGUAÇÃO/CORTE DE ÁRVORE","APP-9787","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.04285116470103","-51.162385940551765","CORTE TOTAL",""
"PORTO ALEGRE","684610","14/09/2024 - 13:22","CENTRO","GENERAL VITORINO","OCORRÊNCIA NÃO ATENDIDA","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.030293763694743","-51.22519254684449","",""
"PORTO ALEGRE","684640","14/09/2024 - 15:45","CENTRO HISTÓRICO","VIGARIO JOSE INACIO","SALVAMENTO/BUSCA/RESGATE","APP-9787","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.02988506414524","-51.22581481933594","SUICÍDIO/TENTATIVA",""
"PORTO ALEGRE","684665","14/09/2024 - 17:45","PRAIA DE BELAS","IPIRANGA","SALVAMENTO/BUSCA/RESGATE","APP-9787","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.045953117744254","-51.22939825057984","",""
